exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-0.1,baseline,META,21,gpt2,21,1,REP,1,REP,0,1,REP,0,NONE,0,86,0,0.0,,3.1792168617248535,0.0
vNEXT-0.1,baseline,META,22,gpt2,22,1,REP,1,REP,0,1,REP,0,NONE,0,102,0,0.0,,4.542984962463379,0.0
vNEXT-0.1,baseline,META,23,gpt2,23,1,REP,1,REP,0,1,REP,0,NONE,0,251,0,0.0,,15.541171789169312,0.0
vNEXT-0.1,baseline,META,24,gpt2,24,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,36,0,0.0,,1.0475139617919922,0.0
vNEXT-0.1,baseline,META,25,gpt2,25,1,REP,1,REP,0,1,REP,0,NONE,0,203,0,0.0,,10.652411222457886,0.0
vNEXT-0.1,baseline,META,26,gpt2,26,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,53,0,0.0,,1.8160791397094727,0.0
vNEXT-0.1,baseline,META,27,gpt2,27,1,REP,1,REP,0,1,REP,0,NONE,0,83,0,0.0,,2.9651029109954834,0.0
vNEXT-0.1,baseline,META,28,gpt2,28,1,REP,1,REP,0,1,REP,0,NONE,0,67,0,0.0,,2.3802149295806885,0.0
vNEXT-0.1,baseline,META,29,gpt2,29,1,REP,1,REP,0,1,REP,0,NONE,0,79,0,0.0,,2.935941219329834,0.0
vNEXT-0.1,controlled,META,0,gpt2,0,0,NONE,0,NONE,0,0,NONE,0,NONE,1,144,3,0.020833333333333332,127.0,6.964822053909302,15.0
vNEXT-0.1,controlled,META,1,gpt2,1,0,NONE,1,REP,1,1,REP,0,NONE,1,179,6,0.0335195530726257,160.0,9.808176040649414,0.0
vNEXT-0.1,controlled,META,2,gpt2,2,0,NONE,1,REP,1,1,REP,0,NONE,1,292,6,0.02054794520547945,177.0,19.91335701942444,0.0
vNEXT-0.1,controlled,META,3,gpt2,3,0,NONE,1,REP,1,1,REP,0,NONE,1,160,6,0.0375,119.0,9.94229507446289,13.0
vNEXT-0.1,controlled,META,4,gpt2,4,0,NONE,1,REP,1,1,REP,0,NONE,1,127,6,0.047244094488188976,109.0,5.391364812850952,36.0
vNEXT-0.1,controlled,META,5,gpt2,5,0,NONE,1,REP,1,1,REP,0,NONE,1,295,6,0.020338983050847456,245.0,17.78307580947876,0.0
vNEXT-0.1,controlled,META,6,gpt2,6,0,NONE,1,REP,1,1,REP,0,NONE,1,111,6,0.05405405405405406,93.0,4.719269752502441,57.0
vNEXT-0.1,controlled,META,7,gpt2,7,0,NONE,0,NONE,0,0,NONE,0,NONE,0,524,0,0.0,,49.01217198371887,0.0
vNEXT-0.1,controlled,META,8,gpt2,8,0,NONE,1,REP,1,1,REP,0,NONE,1,313,6,0.019169329073482427,48.0,21.10837483406067,35.0
vNEXT-0.1,controlled,META,9,gpt2,9,0,NONE,1,REP,1,1,REP,0,NONE,1,223,6,0.026905829596412557,156.0,12.187811136245728,4.0
vNEXT-0.1,controlled,META,10,gpt2,10,0,NONE,1,REP,1,1,REP,0,NONE,1,136,6,0.04411764705882353,89.0,5.969408988952637,21.0
vNEXT-0.1,controlled,META,11,gpt2,11,0,NONE,1,REP,1,1,REP,0,NONE,1,170,6,0.03529411764705882,143.0,7.887120008468628,9.0
vNEXT-0.1,controlled,META,12,gpt2,12,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,17,0,0.0,,0.10326695442199707,0.0
vNEXT-0.1,controlled,META,13,gpt2,13,0,NONE,1,REP,1,1,REP,0,NONE,1,204,6,0.029411764705882353,153.0,10.31830883026123,1.0
vNEXT-0.1,controlled,META,14,gpt2,14,0,NONE,1,REP,1,1,REP,0,NONE,1,111,6,0.05405405405405406,78.0,4.749986886978149,47.0
vNEXT-0.1,controlled,META,15,gpt2,15,0,NONE,0,NONE,0,0,NONE,0,NONE,0,123,0,0.0,,5.271191120147705,0.0
vNEXT-0.1,controlled,META,16,gpt2,16,0,NONE,1,REP,1,1,REP,0,NONE,1,154,6,0.03896103896103896,136.0,7.147720098495483,8.0
vNEXT-0.1,controlled,META,17,gpt2,17,0,NONE,0,NONE,0,0,NONE,0,NONE,1,526,4,0.0076045627376425855,97.0,48.48545002937317,27.0
